## Site Characteristics
Country     = 'Netherlands'
Station     = 'Wageningen, Haarweg'
Description = 'Observed data from Station Haarweg in Wageningen'
Source      = 'Meteorology and Air Quality Group, Wageningen University'
Contact     = 'Peter Uithol'
Longitude = 5.67; Latitude = 51.97; Elevation = 7; AngstromA = 0.18; AngstromB = 0.55; HasSunshine = False
## Daily weather observations
DAY,IRRAD,TMIN,TMAX,VAP,WIND,RAIN,SNOWDEPTH
20040101,NaN,-0.7,1.1,0.55,3.6,0.5,NaN
20040102,3888,-7.5,0.9,0.44,3.1,0,NaN
20040103,2074,-6.8,-0.5,0.45,1.8,0,NaN
20040104,1814,-3.6,5.9,0.66,3.2,2.5,NaN
20040105,1469,3,5.7,0.78,2.3,1.3,NaN
20040106,259,4,9,0.92,4.1,4.4,NaN
20040107,950,2.7,8.1,0.93,2.5,0.1,NaN
20040108,1728,3.7,6.6,0.83,5.1,3.7,NaN
20040109,778,3.7,7.2,0.89,3.1,3.9,NaN
20040110,2333,2.4,8.2,0.85,2.7,0,NaN
20040111,691,4.3,11.9,1.06,5.7,11.3,NaN
20040112,864,4,6.4,0.83,4.1,4,NaN
20040113,1469,5,9.7,0.91,7.2,13.4,NaN
20040114,1210,1.4,6.7,0.79,4.9,11.1,NaN
20040115,2678,2.2,6.1,0.79,4.3,1.6,NaN
20040116,778,4.9,6.8,0.86,7.8,14.2,NaN
20040117,864,3.6,5.9,0.81,5.8,2.1,NaN
20040118,4320,-0.3,5,0.62,2.8,0,NaN
20040119,518,1.8,9,0.9,5.3,23,NaN
20040120,3370,-1.2,9.1,0.71,1.8,1.2,NaN
20040121,5098,0,3.4,0.53,1.7,0,NaN
20040122,864,0,3,0.55,3.3,0.1,NaN
20040123,3888,0.9,5.6,0.59,2.8,0,NaN
20040124,691,0.4,5.2,0.65,2.7,2.9,NaN
20040125,3456,-0.8,6.9,0.7,1.3,0,NaN
20040126,1642,-3.1,2.4,0.62,2,0,NaN
20040127,2765,-2.1,2.4,0.6,1.6,1.2,NaN
20040128,3197,-1.1,4.5,0.62,3.7,4.7,NaN
20040129,3370,-2.4,2.8,0.61,4.6,5,NaN
20040130,2765,0.3,3.9,0.59,5,0,NaN
20040131,605,1.9,11.6,0.9,8.2,10.1,NaN
20040201,4234,8.7,12.2,1.15,7.8,7.9,NaN
20040202,605,9.1,11.9,1.2,6.3,11.1,NaN
20040203,3110,9.5,15.1,1.2,5.2,0,NaN
20040204,1814,11.2,15.8,1.2,5.6,1,NaN
20040205,1210,10.8,15.1,1.31,5.7,7.9,NaN
20040206,1382,9.3,12.9,1.23,5.3,8,NaN
20040207,2246,3.8,10,0.87,8,9.2,NaN
20040208,4320,0.8,6,0.69,7,11.4,NaN
20040209,3888,0.5,5.2,0.67,3.6,0.8,NaN
20040210,2419,-0.2,8,0.71,4.5,10,NaN
20040211,1987,2.8,8.2,0.89,2.9,2.3,NaN
20040212,3197,1,6.7,0.79,1.4,0,NaN
20040213,2246,6.3,9.2,0.962,1.5,0,NaN
20040214,3283,5.2,9.2,0.91,1.7,0,NaN
20040215,3370,3.2,10.4,0.87,0.8,0,NaN
20040216,2419,-0.6,3.9,0.67,1.1,0,NaN
20040217,2851,1.4,6.4,0.77,1.8,0.3,NaN
20040218,5443,1.3,8.1,0.78,2.6,5.8,NaN
20040219,6394,-0.8,4.2,0.53,3.6,0,NaN
20040220,10195,-2.2,4.6,0.44,4.4,0,NaN
20040221,4061,-2.6,2.5,0.5,2.2,0,NaN
20040222,5789,-2.7,6.7,0.58,2.5,0,NaN
20040223,9504,-3.6,6.3,0.52,2,0.1,NaN
20040224,6134,-3,5.9,0.28,3.5,4.5,NaN
20040225,6912,-3.6,4.1,0.58,3.2,3.1,NaN
20040226,7258,-2.4,3.7,0.58,4.6,8.7,NaN
20040227,3456,-4.7,1,0.52,2.4,0,NaN
20040228,11059,-6.2,4.2,0.47,0.9,0,NaN
20040229,9158,-6.5,4.6,0.49,1.9,0,NaN
20040301,10109,-6,5.4,0.31,1.9,0,NaN
20040302,8208,-1.4,8.5,0.66,2.7,0,NaN
20040303,6221,-2,7.8,0.62,1.7,0,NaN
20040304,8122,0.6,10.6,0.58,3.8,0,NaN
20040305,6826,1.1,7.9,0.56,3.7,0.2,NaN
20040306,3802,-0.7,4.2,0.62,2,1.8,NaN
20040307,7171,-0.8,8.4,0.71,1.8,1.6,NaN
20040308,12182,-4.6,8,0.59,2.1,0,NaN
20040309,7430,-2.6,3.8,0.51,3.2,0,NaN
20040310,2333,0.1,2.4,0.62,2.5,0.3,NaN
20040311,9504,0.1,5.5,0.59,2.6,0,NaN
20040312,6912,0.4,6.7,0.65,3.9,1.1,NaN
20040313,4061,5.5,10.3,0.87,4.1,3.1,NaN
20040314,10627,3.9,13.4,0.84,5.6,0.1,NaN
20040315,3974,9.6,13.4,1.1,4.5,0.4,NaN
20040316,4320,9.2,15.8,1.31,3.2,0,NaN
20040317,13133,6.1,19.4,1.07,2.1,0,NaN
20040318,4752,2,14.7,1.12,2.7,1.7,NaN
20040319,5098,7.5,12.6,1.06,6.1,12.1,NaN
20040320,2246,6.7,13.1,1.14,8.5,7.8,NaN
20040321,9763,4.8,11.2,0.87,7.9,1.8,NaN
20040322,9504,2.1,9.9,0.8,4.4,9.6,NaN
20040323,12614,-0.2,10,0.72,1.3,0,NaN
20040324,6566,-1.9,7.8,0.68,1.5,0,NaN
20040325,13133,-2.5,9.3,0.53,1.4,0,NaN
20040326,9072,-3.9,7.3,0.61,1.7,0,NaN
20040327,12787,-4,8.7,0.57,1.1,0,NaN
20040328,14515,0.9,11.7,0.66,1.8,0,NaN
20040329,11405,-0.5,14.1,0.77,1.2,0,NaN
20040330,18144,4.2,16.7,0.69,4,0,NaN
20040331,17798,7.5,17.9,0.71,3.7,0,NaN
20040401,16762,8.7,20,0.86,4,0,NaN
20040402,9331,9,17.5,1.04,3.3,0.2,NaN
20040403,8294,10,14.7,1.14,4.2,0,NaN
20040404,11837,6.8,12.8,0.95,5.5,3,NaN
20040405,12010,3.5,11.4,0.89,5.2,9.1,NaN
20040406,11405,3.9,9.5,0.82,4.6,4.2,NaN
20040407,10368,3.4,9.5,0.85,3.5,8.3,NaN
20040408,9504,0.8,9.4,0.8,2.4,3.3,NaN
20040409,7344,-1,9.5,0.75,1.5,0,NaN
20040410,5789,-0.5,9,0.73,1.9,0.3,NaN
20040411,8813,0.1,9.7,0.71,1.3,0,NaN
20040412,17885,-3.1,13.3,0.8,1.5,0,NaN
20040413,7776,3,13.2,0.91,1.5,0,NaN
20040414,20477,-2,15.2,0.75,1.3,0,NaN
20040415,19699,4.6,18.3,0.81,2.2,0,NaN
20040416,20477,3,20.4,0.78,2.1,0,NaN
20040417,17366,8.7,21,0.94,3.4,0,NaN
20040418,11837,6.8,14.1,0.93,5.4,0.7,NaN
20040419,10627,2.9,12.1,0.75,3.4,0,NaN
20040420,22378,0.2,16.1,0.76,1.5,0,NaN
20040421,14170,7.4,18.2,1.19,2.7,0,NaN
20040422,12355,7.3,18,1.241,1.5,0.3,NaN
20040423,23587,1.9,17.1,0.84,1.7,0,NaN
20040424,15293,4.6,16.7,0.946,1.3,0,NaN
20040425,20822,1.1,18.1,0.827,1.8,0,NaN
20040426,19699,2.8,19.8,0.85,1.9,0,NaN
20040427,19872,11.4,21.8,1.03,3.5,0,NaN
20040428,13133,12.4,21.7,1.26,3.4,6.9,NaN
20040429,9072,12.1,18.2,1.25,3.3,1.6,NaN
20040430,19440,10.7,24.4,1.28,2.9,1.9,NaN
20040501,12269,10.2,20,1.44,2.6,0.4,NaN
20040502,7862,9.8,15,1.27,2.6,0,NaN
20040503,17539,7.8,19,1.13,2.1,3.1,NaN
20040504,13824,6.6,13,0.96,4.1,0.7,NaN
20040505,19872,5.7,15,0.87,3.4,0,NaN
20040506,18662,3.3,15.7,0.94,1.5,0,NaN
20040507,3456,8.1,9.8,1.09,3.7,19.8,NaN
20040508,8640,8.3,12.9,1.03,2.3,0,NaN
20040509,16330,3.7,16.8,1.08,1.2,0,NaN
20040510,20304,7.3,19.1,1.26,1.6,0,NaN
20040511,13824,7.9,16.5,1.09,2.5,0,NaN
20040512,18922,8.3,14.6,0.92,2.5,0,NaN
20040513,10454,7,14.4,1.01,1.8,0,NaN
20040514,15120,6.6,16.7,1,1.3,0,NaN
20040515,19094,6.3,20.9,1.16,2.1,0,NaN
20040516,18058,8.2,20.4,1.16,1.5,0,NaN
20040517,25056,5.3,22.3,1.11,1.1,0,NaN
20040518,21859,6.4,21.4,1.13,1.3,0,NaN
20040519,25402,6.5,22.7,1.14,2.9,0,NaN
20040520,17453,5.3,20.3,1.1,2,0,NaN
20040521,17885,4.8,16,0.85,2.3,0.6,NaN
20040522,21168,3.1,14.6,0.78,2.4,1.2,NaN
20040523,28166,4,14.7,0.76,2.2,3.9,NaN
20040524,18058,2.2,17.6,0.89,2.5,0,NaN
20040525,15466,4.5,16.1,0.99,1.5,0,NaN
20040526,20477,3.4,15.3,0.78,1.5,0,NaN
20040527,14083,1.4,15.1,0.88,1.2,0,NaN
20040528,28253,1,19.3,0.83,1.3,0,NaN
20040529,28166,3.4,23.1,0.82,2.3,0,NaN
20040530,14774,11.5,23,1.25,2.3,7,NaN
20040531,12269,7.8,18.9,1.34,1.3,2.5,NaN
20040601,24365,5.2,21.9,1.12,1.4,0,NaN
20040602,8381,8.7,17.8,1.43,2.2,5.1,NaN
20040603,23242,8.5,18.8,1.34,1.8,0,NaN
20040604,8035,10.9,19,1.47,3.1,5.4,NaN
20040605,8554,7,15,1.26,1.7,0.1,NaN
20040606,25661,4.9,21.5,1.15,0.9,0,NaN
20040607,26352,10.2,26.6,1.46,1.4,0,NaN
20040608,26352,12.2,30.6,1.58,1.3,0,NaN
20040609,22550,13.5,25.4,1.84,2.4,0,NaN
20040610,13306,12.9,22.9,1.77,2.2,1.1,NaN
20040611,22205,11.8,21.2,1.4,3.6,0,NaN
20040612,19267,10.3,18.2,1.37,3.1,5.6,NaN
20040613,14170,6.8,17.2,1.18,1.4,0.3,NaN
20040614,20995,5.8,23.6,1.45,2.3,0,NaN
20040615,18317,9,23.6,1.56,2.3,0,NaN
20040616,17453,8.5,18.8,1.15,1.9,0,NaN
20040617,10800,12.8,19.9,1.43,4.4,0.3,NaN
20040618,12182,10.8,17.9,1.4,2.7,4.6,NaN
20040619,19526,7.8,16,1.01,2.3,3.6,NaN
20040620,22118,9.2,17.2,1,3.5,1.9,NaN
20040621,14602,7.8,16.5,1.21,2.6,9.3,NaN
20040622,17712,6.3,19.4,1.34,2.1,0,NaN
20040623,13651,13.7,20.9,1.56,6.6,8.3,NaN
20040624,17712,11.3,18.5,1.15,8.1,2.5,NaN
20040625,10282,7.6,16.6,1.3,3.8,1.3,NaN
20040626,21514,4.8,21.2,1.18,1.6,0,NaN
20040627,19008,14.1,22.9,1.7,3.2,7.2,NaN
20040628,25834,10,20.5,1.24,3.5,0,NaN
20040629,19008,10,21.1,1.34,2.9,0,NaN
20040630,18403,12.6,24,1.33,2.7,0.3,NaN
20040701,19872,10.7,19.3,1.34,4.1,4,NaN
20040702,18662,10,17.8,1.36,4.3,3.6,NaN
20040703,20995,13.1,19.1,1.32,6.1,2.8,NaN
20040704,11491,12,18.4,1.4,3.4,0.3,NaN
20040705,20131,8.5,21.2,1.32,2,3.4,NaN
20040706,26957,6.5,22.4,1.14,1.3,0,NaN
20040707,19872,11.8,22.4,1.33,4.3,4.9,NaN
20040708,12874,13.9,21.8,1.59,2.2,6.8,NaN
20040709,16157,13.2,19.4,1.53,3.6,3.5,NaN
20040710,23674,10.8,19,1.23,3.8,3.6,NaN
20040711,13997,10.8,18.1,1.35,3.7,2.1,NaN
20040712,8035,12.1,16.2,1.35,3.1,8.2,NaN
20040713,16243,9.6,18.1,1.22,2.1,1.2,NaN
20040714,12960,9.7,20.4,1.48,3.8,3.5,NaN
20040715,7085,15.7,19.6,1.86,3,0.3,NaN
20040716,10454,13.9,22.5,1.91,2.5,1,NaN
20040717,20736,12.1,28.9,1.848,2.2,15.1,NaN
20040718,11750,14.9,22.2,1.91,1.9,2.8,NaN
20040719,20477,12.9,21.6,1.57,2.4,0,NaN
20040720,7258,11.3,21.1,1.73,1.5,3.1,NaN
20040721,15725,11,25,1.93,1.2,0.2,NaN
20040722,23846,16.7,26.1,1.82,1.3,2,NaN
20040723,15725,11.8,24.6,2,1.9,13.1,NaN
20040724,22118,9.3,23.3,1.42,1.4,0,NaN
20040725,8035,13.1,17.6,1.52,2.5,1.6,NaN
20040726,24106,9.5,20.6,1.42,1.9,5.9,NaN
20040727,21859,7.1,22.2,1.3,1.2,0,NaN
20040728,18403,9.3,23.4,1.43,1.3,0,NaN
20040729,25661,10.9,26.6,1.39,2.4,0,NaN
20040730,23846,11.6,28.3,1.53,1.3,0,NaN
20040731,21514,12.7,26,1.65,1.2,0,NaN
20040801,24192,12.6,24.4,1.72,1.4,0,NaN
20040802,24365,12,26.8,1.56,1.5,0,NaN
20040803,22810,13.6,28,1.62,1.9,0,NaN
20040804,17971,16.1,29.1,1.75,1.4,0,NaN
20040805,17021,16.6,30.7,1.77,1.8,0,NaN
20040806,22205,17.4,30.5,1.86,2,0,NaN
20040807,12355,17.9,25.2,2.15,1.6,0,NaN
20040808,23242,17.3,31.3,1.72,3,0,NaN
20040809,22723,21.3,32.5,1.47,3.9,0,NaN
20040810,11837,18.8,28.9,1.68,3.5,2,NaN
20040811,16934,18.1,26,1.91,1.8,0.7,NaN
20040812,7949,16.5,24,1.98,2.5,8,NaN
20040813,7085,15.4,21.1,1.8,4,30.8,NaN
20040814,19008,15,24.5,1.85,1.9,1.7,NaN
20040815,16330,12.6,24.6,1.79,1.6,0.1,NaN
20040816,9418,15.8,22.6,1.98,2,4.6,NaN
20040817,17712,14.9,24,1.83,2.3,1.6,NaN
20040818,16330,17.9,26.6,1.92,3.7,7.3,NaN
20040819,14602,15.9,23,1.67,5.3,0,NaN
20040820,12701,13,21.5,1.6,3.5,1.7,NaN
20040821,9158,9.9,18.7,1.39,1.8,1.3,NaN
20040822,15120,10.5,20.7,1.3,1.8,0,NaN
20040823,14342,12.8,23.2,1.51,2.6,0.2,NaN
20040824,10541,14.5,21.2,1.73,3.2,4.7,NaN
20040825,9504,14,19.7,1.63,3.8,4.2,NaN
20040826,12614,12.8,19.3,1.56,3.4,5.8,NaN
20040827,3629,13.8,16.5,1.65,4.5,7.5,NaN
20040828,18144,8.8,20.5,1.41,1.5,0,NaN
20040829,12614,9.9,20,1.41,2.6,0,NaN
20040830,10627,12.2,18.3,1.45,4.3,10.1,NaN
20040831,13133,9.7,18,1.38,3.3,4.3,NaN
20040901,15379,8.6,21.9,1.28,1.1,0,NaN
20040902,18317,8,23.4,1.27,2,0,NaN
20040903,17194,9.2,25.1,1.54,1,0,NaN
20040904,17366,12.8,26.5,1.74,1.4,0,NaN
20040905,16848,12.5,27.8,1.67,1.3,0,NaN
20040906,18749,10.7,26.3,1.55,2.2,0,NaN
20040907,17194,12.4,24.8,1.62,2.6,0,NaN
20040908,17798,7.9,22.4,1.36,2.1,0,NaN
20040909,18576,9.9,23.2,1.1,3.3,0,NaN
20040910,16330,11.8,26.1,1.35,3.1,4.8,NaN
20040911,9158,16.1,21.9,1.8,3.3,0.1,NaN
20040912,15898,12.7,18.7,1.22,5.7,0.6,NaN
20040913,7430,11.9,20.4,1.38,4.6,6.7,NaN
20040914,13046,10.8,19.3,1.26,5.5,0.2,NaN
20040915,8813,8.3,16.4,1.32,3.3,5.2,NaN
20040916,15034,6.1,17.6,1.13,1.8,0,NaN
20040917,15379,9,19.9,1.09,2.5,0,NaN
20040918,8381,12.3,22,1.41,2.8,0.7,NaN
20040919,15206,9.4,18.7,1.28,3,1.3,NaN
20040920,2506,11.3,15.2,1.38,5.8,5.2,NaN
20040921,10195,9.3,16.7,1.14,5.8,0.6,NaN
20040922,3283,10,14.3,1.28,4.3,24.3,NaN
20040923,5530,9.9,15.3,1.33,3.7,4.8,NaN
20040924,10022,7.8,15,1.22,2.9,2.6,NaN
20040925,7344,10.4,14.7,1.18,3.4,2.4,NaN
20040926,11059,9.4,18.1,1.38,2.4,0,NaN
20040927,7949,11.9,18.6,1.5,2.8,0.5,NaN
20040928,4493,13.5,18.2,1.62,3.9,5.8,NaN
20040929,8381,6.1,15.8,1.27,2.3,0.6,NaN
20040930,7258,6.5,15.6,1.19,1.9,2.4,NaN
20041001,3715,12,17.2,1.53,2.2,1.8,NaN
20041002,10541,10.7,16.5,1.28,3.5,0.2,NaN
20041003,7603,9.6,16.9,1.32,3,0,NaN
20041004,5962,13.2,19.2,1.49,3.4,0.2,NaN
20041005,3715,11.6,16,1.49,2.7,0,NaN
20041006,8381,9.8,16.6,1.22,4.2,0.4,NaN
20041007,9331,6.6,15.7,1.09,3.4,0,NaN
20041008,8035,3.2,15.8,1.04,0.9,0,NaN
20041009,10368,1.3,14.9,0.89,1.8,0,NaN
20041010,11318,5.7,13.3,0.84,3.9,0,NaN
20041011,11664,6.1,12.7,0.77,5.7,0,NaN
20041012,9072,5.1,12.9,0.78,4.7,0,NaN
20041013,9245,6.6,16.6,1.14,3.5,0,NaN
20041014,4925,10.1,14.5,1.17,4.2,0.8,NaN
20041015,8294,7.2,14,1.06,2.8,13.2,NaN
20041016,2419,6.5,9.5,1,2.6,0.9,NaN
20041017,2246,7.2,10.1,1.04,3,0.1,NaN
20041018,5875,6,13.8,1.06,2.4,0.1,NaN
20041019,9418,4.8,14.6,1.01,2.6,0,NaN
20041020,1210,8.3,17.9,1.47,3.8,17.6,NaN
20041021,9072,10.2,16.8,1.1,5.5,8.4,NaN
20041022,8640,10,16.8,1.22,4.2,0,NaN
20041023,1469,13.3,17.7,1.53,4.9,4.4,NaN
20041024,2160,15.2,17.3,1.61,3.4,0.5,NaN
20041025,4579,9,16,1.22,5.5,0.5,NaN
20041026,5357,3.9,13.3,1.02,1.7,0,NaN
20041027,5789,0.8,12.1,0.94,3.1,0,NaN
20041028,3370,9.8,15.8,1.31,3,3.4,NaN
20041029,5875,8.7,16.9,1.3,1.8,4,NaN
20041030,6221,4.9,14.5,0.25,0.9,0,NaN
20041031,2074,4.3,12.3,1.11,1.2,0,NaN
20041101,3456,4.4,10,0.93,2.7,0,NaN
20041102,1728,7.4,10.2,1.05,3,0.5,NaN
20041103,3197,7.1,13.7,1.19,1.5,2.3,NaN
20041104,3456,4.7,12.1,1.16,2,0,NaN
20041105,5011,5.3,11.9,0.95,3.1,0,NaN
20041106,2765,4.4,11.9,1.06,2,1.1,NaN
20041107,4666,4,11.7,0.91,1,0,NaN
20041108,2160,3.6,9.6,0.9,1.6,0,NaN
20041109,6221,0.1,5.5,0.67,1.9,0.1,NaN
20041110,1210,2.8,8.3,0.88,2.3,11.3,NaN
20041111,1555,-2.4,4.9,0.72,1.4,0,NaN
20041112,3370,-1.3,9.5,0.12,3.1,2.8,NaN
20041113,5270,1.1,9.6,0.76,2,1,NaN
20041114,4752,-1,9.6,0.75,0.8,0,NaN
20041115,432,1.7,7.6,0.89,2.8,0,NaN
20041116,778,7.5,10.9,1.15,3.6,0.6,NaN
20041117,950,9.7,12.1,1.26,6.2,8,NaN
20041118,778,1.9,11.2,0.96,4.4,24.2,NaN
20041119,3197,0.7,5.4,0.68,3.6,7.8,NaN
20041120,3197,0.6,4.7,0.67,3.1,2.6,NaN
20041121,2074,-1.2,5.4,0.63,2.4,2.7,NaN
20041122,1123,5.4,12.5,1.19,6.1,1.9,NaN
20041123,3456,-1.7,11,0.92,2.3,0.8,NaN
20041124,4234,-3.5,6.7,0.64,1,0,NaN
20041125,2765,-2.8,2.2,0.56,1.5,0,NaN
20041126,950,-2.6,7.2,0.74,3.5,1.7,NaN
20041127,1555,5.7,9.4,1,2.2,0,NaN
20041128,691,5.9,8.6,1.02,2.4,7.5,NaN
20041129,950,5.8,7.9,0.98,0.7,0,NaN
20041130,2160,2.3,7.4,0.83,2.1,0,NaN
20041201,173,1.2,3.9,0.72,1.5,0.8,NaN
20041202,4061,-1.4,8.2,0.72,1,0,NaN
20041203,950,-0.4,4.8,0.74,1.1,0,NaN
20041204,1296,-0.3,4.5,0.7,1.9,1.9,NaN
20041205,778,4.4,8.6,0.48,2,0,NaN
20041206,1037,4.1,8.4,0.95,2.4,0,NaN
20041207,691,4.9,6.6,0.89,1.8,0.3,NaN
20041208,1469,1.4,7.5,0.84,1.4,0,NaN
20041209,1469,-0.9,2.2,0.6,2.2,0,NaN
20041210,778,-3.9,1.2,0.559,1.7,0.1,NaN
20041211,691,1.2,3.8,0.711,1.4,0,NaN
20041212,778,1.1,3,0.658,2.7,0,NaN
20041213,432,-1.8,1.1,0.52,2.5,0,NaN
20041214,518,-3.4,3,0.58,2.5,0,NaN
20041215,1469,0.6,5.5,0.69,2.5,0,NaN
20041216,1987,2.1,7.9,0.84,4.4,2.2,NaN
20041217,950,4.2,7.2,0.83,4.1,9,NaN
20041218,1814,-0.8,6.8,0.69,3.8,0.9,NaN
20041219,3629,-4.9,4.4,0.55,1,0.5,NaN
20041220,3629,-5.1,2.3,0.5,1.7,0.1,NaN
20041221,3024,-6.2,0.4,0.47,1.7,0,NaN
20041222,173,0.1,5.4,0.72,5.4,3.8,NaN
20041223,778,5.3,10.8,1.04,6.4,0.7,NaN
20041224,2765,6.9,9.8,0.89,5.8,10.7,NaN
20041225,2592,0,7.2,0.73,3.7,4.3,NaN
20041226,1296,-5.8,0.6,0.52,0.9,0,NaN
20041227,2160,-6.9,-2,0.46,1.5,0,NaN
20041228,778,-2,4.2,0.64,4,7.7,NaN
20041229,3197,0,7,0.7,1.8,1.4,NaN
20041230,259,3.7,8.1,0.89,4.3,0.2,NaN
20041231,432,7.1,9.9,1.06,4.2,2.3,NaN
20050101,1296,3.2,10.4,0.89,4.2,1.7,NaN
20050102,1555,4.5,8.4,0.64,6.1,0.1,NaN
20050103,778,4,8.3,0.86,5.1,0,NaN
20050104,605,6.3,8.6,0.87,6.5,2,NaN
20050105,1555,4.1,7.3,0.871,3.8,2,NaN
20050106,3283,3.8,9,0.9,4.8,1,NaN
20050107,778,9,12.4,1.07,6.9,0,NaN
20050108,1901,4.9,11.8,0.78,8.5,0.2,NaN
20050109,3197,4.7,10.4,0.86,5.4,0.2,NaN
20050110,3197,8.6,13.7,1.05,5.5,1.9,NaN
20050111,2592,8.7,11.3,1.09,4.9,1.6,NaN
20050112,3456,5,10.3,0.88,5.2,1.3,NaN
20050113,2592,2.2,7.3,0.73,4,0,NaN
20050114,4147,0.3,7.6,0.7,1.3,0,NaN
20050115,4838,-2.3,4.5,0.57,2.5,0.1,NaN
20050116,4493,-2.1,4.6,0.56,2.3,0,NaN
20050117,1728,2.4,6.9,0.86,5.3,5.4,NaN
20050118,1382,1.5,7.8,0.78,3.7,9,NaN
20050119,2765,2.5,7,0.73,4.5,1.2,NaN
20050120,1037,5.7,10.6,1.03,7.7,13.2,NaN
20050121,3283,1.9,8.6,0.67,6,4.1,NaN
20050122,4234,-0.1,7.5,0.691,2.4,1.6,NaN
20050123,4234,-2.4,6.1,0.601,2.5,2.6,NaN
20050124,4493,-3.7,2.7,0.52,2.1,1.6,NaN
20050125,3802,-5.8,1.2,0.473,1.7,0.6,NaN
20050126,4579,-6.8,1.4,0.46,1.8,0,NaN
20050127,1901,-2.2,1.8,0.6,1.2,0,NaN
20050128,1382,0.3,2.4,0.648,1.3,0,NaN
20050129,2592,-2.3,2.2,0.59,1.8,0.2,NaN
20050130,1987,2,7.4,0.87,1.9,1.6,NaN
20050131,1469,2.2,8.1,0.91,4.2,5,NaN
20050201,3888,1.8,6.6,0.72,2.9,0.2,NaN
20050202,3197,4.2,8.2,0.88,3.3,1.7,NaN
20050203,5011,4.8,8.6,0.85,2.1,0,NaN
20050204,3715,2,8.8,0.82,1.7,0,NaN
20050205,6739,-0.1,4.8,0.52,3.2,0,NaN
20050206,6998,-2.9,6.6,0.56,2.9,0,NaN
20050207,7171,-4.2,4.4,0.48,2,0,NaN
20050208,6566,-5.1,5.1,0.57,1.8,0,NaN
20050209,5270,0.4,9.7,0.81,3.1,1.1,NaN
20050210,605,5.3,8.9,0.98,5.2,17.6,NaN
20050211,3629,4.9,9.5,0.89,1.3,2.8,NaN
20050212,1382,4.3,11.7,0.99,7.7,21.6,NaN
20050213,5098,1.1,5.5,0.69,5.2,7.8,NaN
20050214,4666,0.1,6.7,0.68,3.8,3.1,NaN
20050215,1728,-0.8,2.7,0.56,3.2,0,NaN
20050216,7171,-2.4,2.1,0.44,2.6,0,NaN
20050217,4147,-1.3,1.9,0.481,1,0,NaN
20050218,1987,-0.1,4,0.55,3.7,1.8,NaN
20050219,4925,-1.1,6.4,0.67,2.4,3.6,NaN
20050220,5616,-0.9,5.6,0.643,2.6,0.9,NaN
20050221,6480,0.2,5,0.59,3.2,2.9,NaN
20050222,4579,-1.6,2.3,0.49,3.6,0.6,NaN
20050223,2678,-4.3,1.1,0.54,1.6,0.8,NaN
20050224,6134,-2.4,2.3,0.52,2.3,0.4,NaN
20050225,7171,-4.7,3.4,0.53,1.4,0,NaN
20050226,1901,-1.2,3.2,0.604,2.1,0,NaN
20050227,9763,-6.3,-0.4,0.31,3.1,0,NaN
20050228,11664,-9,0.6,0.28,2.2,0,NaN
20050301,3197,-4,0.4,0.45,5.2,1.3,NaN
20050302,3110,-1.5,0.2,0.527,3.1,4.3,NaN
20050303,5962,-12.4,0,0.48,2.5,2.6,NaN
20050304,8381,-16.3,-0.7,0.35,2.2,0.6,NaN
20050305,7171,-4.8,1.1,0.49,2.9,2.5,NaN
20050306,10714,-11.6,1.6,0.47,2.5,2,NaN
20050307,7517,0.8,4.9,0.7,2.5,2.3,NaN
20050308,5184,3.4,6.5,0.79,3.6,0.7,NaN
20050309,5875,-1.5,7.7,0.75,2.5,0.6,NaN
20050310,9072,-4.8,6,0.6,1.8,0,NaN
20050311,1123,1.4,6.7,0.76,6.2,6.3,NaN
20050312,6480,0.6,5,0.71,5.4,8.1,NaN
20050313,8122,1.1,7.4,0.68,4.1,0.5,NaN
20050314,5443,1,7.4,0.68,2.6,0,NaN
20050315,11146,0.8,12.9,0.78,4.1,0,NaN
20050316,11837,8.7,19.2,1.13,4.8,1.3,NaN
20050317,4579,9.6,13.2,1.24,7.5,0,NaN
20050318,2678,7,10.7,1.08,4.4,0,NaN
20050319,4493,6.6,13.1,1.13,2,0.5,NaN
20050320,13565,3.9,12,0.72,2.9,0,NaN
20050321,15120,4,15.5,0.68,4.2,0,NaN
20050322,9590,7.1,18.1,0.92,3.9,2.3,NaN
20050323,15120,6.7,18.9,1.04,2.1,0,NaN
20050324,11059,8.9,19.1,1.19,3.7,3.6,NaN
20050325,11146,9,15.1,1.2,2.4,0.5,NaN
20050326,11664,4.1,16.3,1.08,1.8,0,NaN
20050327,9504,8.8,16,1.23,2.8,7.1,NaN
20050328,6653,8.2,15.2,1.28,2.6,2.6,NaN
20050329,7690,7.9,13.8,1.15,2,0,NaN
20050330,9590,8.6,15.7,1.12,3.5,0,NaN
20050331,15984,7.6,15.9,0.76,3.1,0.9,NaN
20050401,17626,5.8,17.2,0.64,3,0,NaN
20050402,19267,6.8,17.6,0.58,3.6,0,NaN
20050403,17798,7.6,21.3,0.88,2.5,0,NaN
20050404,14083,7.7,19.2,1.07,3.1,4.6,NaN
20050405,16070,4.7,12.6,0.79,3,0.5,NaN
20050406,9504,4,12.7,0.92,3.8,1.4,NaN
20050407,11578,6.2,12,0.89,5.7,2.4,NaN
20050408,13392,2.9,11.2,0.81,3.5,21.5,NaN
20050409,12701,-0.2,7.7,0.7,3.4,4.5,NaN
20050410,8122,2.4,11.8,0.92,2.8,0.8,NaN
20050411,18144,4,16.8,0.91,1.7,0,NaN
